"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Swoboda M.; Nitsche W.","Swoboda, M. (6701676121); Nitsche, W. (7003404168)","6701676121; 7003404168","Shock boundary-layer interaction on transonic airfoils for laminar and turbulent flow","1996","Journal of Aircraft","33","10.2514/3.46909","https://www.scopus.com/pages/publications/0029720355?origin=resultslist","Technical University of Berlin, D-10587 Berlin, Germany; BMW Rolls Royce, D-15827 Dahlewitz, Eschenweg 11, Germany; Dept. of Aero. and Astronautics, Marchstr. 14","Swoboda M., Technical University of Berlin, D-10587 Berlin, Germany, BMW Rolls Royce, D-15827 Dahlewitz, Eschenweg 11, Germany; Nitsche W., Technical University of Berlin, D-10587 Berlin, Germany, Dept. of Aero. and Astronautics, Marchstr. 14","This article deals with the interaction between shocks and the boundary layer in a transonic airfoil flow. Here, examining comparatively the shock boundary-layer interaction in a laminar boundary layer as well as in a fully turbulent one was the main focus of interest. The experimental investigations were carried out in the transonic wind tunnel of the Technical University of Berlin. Apart from conventional time-averaging measuring techniques such as schlieren photography, Laser-2-Focus anemometry, pressure measurement, and visualization, two unsteady measuring techniques were used for investigating the dynamic effects associated with the shock boundary-layer interference. The first unsteady measuring technique concerns a new type of highly sensitive piezoreceivers and in the second technique a piezofoil array was mounted on the airfoil model. The conventional techniques already show decisive differences in the whole flowfield for the cases mentioned. At the same freestream Mach number, the position of the shock is always located further downstream for free transition. These phenomena mainly result from the development of local flow separation regions, which, on their part and with regard to their expansion and structure, strongly depend on the type of the boundary-layer flow. The unsteady measuring techniques were used to detect details in the separation regions and to determine the position of transition in the case of laminar flow. These two phenomena have a decisive influence on the global flowfield as well as on the shock boundary-layer interaction.","","Anemometers; Boundary layers; Flow interactions; Flow visualization; Laminar flow; Pressure measurement; Schlieren systems; Transonic flow; Turbulent flow; Wind tunnels; Shock boundary layer interaction; Transonic airfoils; Airfoils","","","American Inst. Aeronautics and Astronautics Inc.","Article","Scopus"
"Reichel T.G.; Terhaar S.; Paschereit O.","Reichel, Thoralf G. (55349508300); Terhaar, Steffen (55326888900); Paschereit, Oliver (6603662747)","55349508300; 55326888900; 6603662747","Increasing Flashback Resistance in Lean Premixed Swirl-Stabilized Hydrogen Combustion by Axial Air Injection","2015","Journal of Engineering for Gas Turbines and Power","117","10.1115/1.4029119","https://www.scopus.com/pages/publications/84940543780?origin=resultslist","Department of Fluid Dynamics, Hermann-Föttinger-Institut, Technische Universität Berlin, Müller-Breslau-Str. 8, Berlin, 10623, Germany","Reichel T.G., Department of Fluid Dynamics, Hermann-Föttinger-Institut, Technische Universität Berlin, Müller-Breslau-Str. 8, Berlin, 10623, Germany; Terhaar S., Department of Fluid Dynamics, Hermann-Föttinger-Institut, Technische Universität Berlin, Müller-Breslau-Str. 8, Berlin, 10623, Germany; Paschereit O., Department of Fluid Dynamics, Hermann-Föttinger-Institut, Technische Universität Berlin, Müller-Breslau-Str. 8, Berlin, 10623, Germany","Since lean premixed combustion allows for fuel-efficiency and low emissions, it is nowadays state of the art in stationary gas turbines. In the long term, it is also a promising approach for aero engines, when safety issues like lean blowout (LBO) and flame flashback in the premixer can be overcome. While for the use of hydrogen the LBO limits are extended, the flashback propensity is increased. Thus, axial air injection is applied in order to eliminate flashback in a swirl-stabilized combustor burning premixed hydrogen. Axial injection constitutes a nonswirling jet on the central axis of the radial swirl generator which influences the vortex breakdown (VB) position. In the present work, changes in the flow field and their impact on flashback limits of a model combustor are evaluated. First, a parametric study is conducted under isothermal test conditions in a water tunnel employing particle image velocimetry (PIV). The varied parameters are the amount of axially injected air and swirl number. Subsequently, flashback safety is evaluated in the presence of axial air injection in an atmospheric combustor test rig and a stability map is recorded. The flame structure is measured using high-speed OH∗ chemiluminescence imaging. Simultaneous high-speed PIV measurements of the reacting flow provide insight in the time-resolved reacting flow field and indicate the flame location by evaluating the Mie scattering of the raw PIV images by means of the qualitative light sheet (QLS) technique. The isothermal tests identify the potential of axial air injection to overcome the axial velocity deficits at the nozzle outlet, which is considered crucial in order to provide flashback safety. This effect of axial air injection is shown to prevail in the presence of a flame. Generally, flashback safety is shown to benefit from an elevated amount of axial air injection and a lower swirl number. Note that the latter also leads to increased NOx emissions, while axial air injection does not. Additionally, fuel momentum is indicated to positively influence flashback resistance, although based on a different mechanism, an explanation of which is suggested. In summary, flashback-proof operation of the burner with a high amount of axial air injection is achieved on the whole operating range of the test rig at inlet temperatures of 620 K and up to stoichiometric conditions while maintaining single digit NOx emissions below a flame temperature of 2000 K. Copyright © 2015 by ASME.","","Air; Aircraft engines; Combustors; Fighter aircraft; Flow fields; Gas emissions; Gas turbines; Isotherms; Velocity measurement; Atmospheric combustor; Chemiluminescence imaging; Different mechanisms; Hydrogen combustion; Lean premixed combustion; Particle image velocimetries; Reacting flow field; Stationary gas turbines; Combustion","European Research Council, (247322)","","American Society of Mechanical Engineers (ASME)","Article","Scopus"
"Lee S.-J.; Lim S.-I.; Ahn B.-S.","Lee, Seung-Jae (56898144500); Lim, Seong-Il (35264654600); Ahn, Bok-Shin (7202791561)","56898144500; 35264654600; 7202791561","Service restoration of primary distribution systems based on fuzzy evaluation of multi-criteria","1998","IEEE Transactions on Power Systems","162","10.1109/59.709114","https://www.scopus.com/pages/publications/0032139089?origin=resultslist","Member Dept. of Electrical, Eng. Myongji University, Yongin, 449-728, South Korea; Korea Electric Power Research Institute, Taecheon, South Korea; LG Industrial Systems Co., Anyang, South Korea","Lee S.-J., Member Dept. of Electrical, Eng. Myongji University, Yongin, 449-728, South Korea, Korea Electric Power Research Institute, Taecheon, South Korea, LG Industrial Systems Co., Anyang, South Korea; Lim S.-I., Member Dept. of Electrical, Eng. Myongji University, Yongin, 449-728, South Korea; Ahn B.-S., Member Dept. of Electrical, Eng. Myongji University, Yongin, 449-728, South Korea","Due to many conflicting goals, the service restoration problem is a multiple-criteria decision making problem. This paper proposes a new restoration strategy consisting of two steps: Candidate Set Generation and Fuzzy Decision Making, which can generate the most preferable plan. The object-oriented paradigm has been adopted in development of the system and three models - object model, functional model, dynamic model - have been designed. The test results have shown the effectivess of the proposed method. © 1997 IEEE.","Distribution automation; Distribution systems; Fuzzy decision making; Service restoration","Computer simulation; Decision making; Fuzzy sets; Object oriented programming; Distribution automation systems (DAS); Service restoration; Electric power distribution","","","","Article","Scopus"
"Weber T.; Blakers A.; Firnando Silalahi D.; Catchpole K.; Nadolny A.","Weber, Timothy (58803556600); Blakers, Andrew (7003620441); Firnando Silalahi, David (58988736200); Catchpole, Kylie (6701769144); Nadolny, Anna (56200255700)","58803556600; 7003620441; 58988736200; 6701769144; 56200255700","Grids dominated by solar and pumped hydro in wind-constrained sunbelt countries","2024","Energy Conversion and Management","19","10.1016/j.enconman.2024.118354","https://www.scopus.com/pages/publications/85190505432?origin=resultslist","The Australian National University, Canberra, 2601, ACT, Australia","Weber T., The Australian National University, Canberra, 2601, ACT, Australia; Blakers A., The Australian National University, Canberra, 2601, ACT, Australia; Firnando Silalahi D., The Australian National University, Canberra, 2601, ACT, Australia; Catchpole K., The Australian National University, Canberra, 2601, ACT, Australia; Nadolny A., The Australian National University, Canberra, 2601, ACT, Australia","Three-quarters of the global population lives in the sunbelt region (±35o latitude) with excellent access to solar resources. Wind resources at the equator are very limited, while supply chain and permitting delays are slowing wind deployment at a global scale. This paper investigates the potential for solar photovoltaic-dominant 100% renewable grids to be developed in sunbelt countries through a case study of Malaysia. It was expected that the technical potential for solar photovoltaics and off-river pumped hydro would be far in excess of what is required to decarbonise Malaysia's electricity grids. A Geographic Information System analysis determined that Malaysia has the potential to deploy approximately 8.5 Terawatts of terrestrial photovoltaics and 25 Terawatts of marine floating solar on calm oceans. There are roughly 450 Terawatt-hours of energy storage available in the form of off-river (closed-loop) pumped hydro energy storage. A least-cost, 16-year hourly energy balance model was used to determine that an affluent, fully electrified, highly interconnected Malaysia could greatly reduce emissions through the deployment of 660 Gigawatts of photovoltaics and 2200 Gigawatt-hours of pumped hydro, supported by small amounts of hydrogen-based gas peaking. All-in costs for such a fully decarbonised energy system were modelled to be in the range of 95–103 USD per Megawatt-hour. A Sarawak-Peninsular Malaysia interconnected grid could produce a similar electricity cost to two separate grids while reducing the long-term energy storage needs by approximately 33%. Inclusion of about 3 Terawatt-hours (0.1% of average annual generation at 20 Megawatt-hours/capita/year demand) of hydrogen, synthetic methane, or legacy fossil fuels could further reduce long-term energy storage needs by about 30% by helping to ride through occasional prolonged cloudy periods. Policymakers in sunbelt countries should be highly sceptical of technical potential estimates that suggest limited area for solar photovoltaics. Sunbelt countries can comfortably proceed with the development of cheap, reliable solar-dominant grids primarily supported by pumped hydro energy storage and inter-regional transmission. © 2024 The Author(s)","100% renewables; Hydrogen; Malaysia; Pumped hydro; Solar photovoltaics; Sunbelt","Cost reduction; Electric energy storage; Gas emissions; Hydro energy; Hydrogen storage; Pumped storage power plants; Solar concentrators; Solar energy; Solar power generation; Supply chains; Wind power; 100% renewables; Malaysia; Photovoltaics; Pumped hydro; Pumped-hydro energy storages; Renewables; Solar photovoltaics; Sun belts; Technical potential; Terawatt; Fossil fuels","","","Elsevier Ltd","Article","Scopus"
"Silva C.A.; Vilaça R.; Pereira A.; Bessa R.J.","Silva, C.A. (57675858600); Vilaça, R. (24463029600); Pereira, A. (57221290901); Bessa, R.J. (24921304700)","57675858600; 24463029600; 57221290901; 24921304700","A review on the decarbonization of high-performance computing centers","2024","Renewable and Sustainable Energy Reviews","63","10.1016/j.rser.2023.114019","https://www.scopus.com/pages/publications/85177753607?origin=resultslist","INESC TEC, Centre for Power and Energy Systems, Porto, 4200-465, Portugal; FEUP, Faculty of Engineering of University of Porto, Porto, 4200-465, Portugal; MACC/HASLab University of Minho & INESC TEC, Department of Informatics, Gualtar Campus, Braga, 4710-070, Portugal","Silva C.A., INESC TEC, Centre for Power and Energy Systems, Porto, 4200-465, Portugal, FEUP, Faculty of Engineering of University of Porto, Porto, 4200-465, Portugal; Vilaça R., MACC/HASLab University of Minho & INESC TEC, Department of Informatics, Gualtar Campus, Braga, 4710-070, Portugal; Pereira A., MACC/HASLab University of Minho & INESC TEC, Department of Informatics, Gualtar Campus, Braga, 4710-070, Portugal; Bessa R.J., INESC TEC, Centre for Power and Energy Systems, Porto, 4200-465, Portugal","High-performance computing relies on performance-oriented infrastructures with access to powerful computing resources to complete tasks that contribute to solve complex problems in society. The intensive use of resources and the increase in service demand due to emerging fields of science, combined with the exascale paradigm, climate change concerns, and rising energy costs, ultimately means that the decarbonization of these centers is key to improve their environmental and financial performance. Therefore, a review on the main opportunities and challenges for the decarbonization of high-performance computing centers is essential to help decision-makers, operators and users contribute to a more sustainable computing ecosystem. It was found that state-of-the-art supercomputers are growing in computing power, but are combining different measures to meet sustainability concerns, namely going beyond energy efficiency measures and evolving simultaneously in terms of energy and information technology infrastructure. It was also shown that policy and multiple entities are now targeting specifically HPC, and that identifying synergies with the energy sector can reveal new revenue streams, but also enable a smoother integration of these centers in energy systems. Computing-intensive users can continue to pursue their scientific research, but participating more actively in the decarbonization process, in cooperation with computing service providers. Overall, many opportunities, but also challenges, were identified, to decrease carbon emissions in a sector mostly concerned with improving hardware performance. © 2023 The Author(s)","Decarbonization; Distributed energy resources; Energy efficiency; High-performance computing; Resource management; Sustainable computing","Climate change; Decarbonization; Decision making; Supercomputers; Sustainable development; Complex problems; Computing center; Computing resource; Decarbonisation; Distributed Energy Resources; High-performance computing; Performance computing; Performance-oriented; Resource management; Sustainable computing; Energy efficiency","Fundo Ambiental; Horizon 2020 Framework Programme, H2020, (671632); Horizon 2020 Framework Programme, H2020; European Commission, EC, (610490); European Commission, EC","This work is financed by Fundo Ambiental (FA) within project Sustainable HPC (Computa\u00E7\u00E3o de Elevado Desempenho Sustent\u00E1vel) .","Elsevier Ltd","Review","Scopus"
"Knorr K.; Dreher A.; Böttger D.","Knorr, Kaspar (55428891600); Dreher, Alexander (57204418043); Böttger, Diana (56038628300)","55428891600; 57204418043; 56038628300","Common dimensioning of frequency restoration reserve capacities for European load-frequency control blocks: An advanced dynamic probabilistic approach","2019","Electric Power Systems Research","15","10.1016/j.epsr.2019.01.037","https://www.scopus.com/pages/publications/85061234560?origin=resultslist","Energy Economics and System Design, Fraunhofer Institute for Energy Economics and Energy System Technology (IEE), Kassel, Germany","Knorr K., Energy Economics and System Design, Fraunhofer Institute for Energy Economics and Energy System Technology (IEE), Kassel, Germany; Dreher A., Energy Economics and System Design, Fraunhofer Institute for Energy Economics and Energy System Technology (IEE), Kassel, Germany; Böttger D., Energy Economics and System Design, Fraunhofer Institute for Energy Economics and Energy System Technology (IEE), Kassel, Germany","This paper advances the probabilistic modelling approach for dynamic dimensioning of Frequency Restoration Reserve (FRR) capacities of [1]. The approach is based on the convolution of forecast error distributions of generation and load sources. The improvements include 1. the replacement of normal distributions with better fitting intermittency distributions to model forecast error distributions of wind and photovoltaic generation and load, 2. the adjustments for facilitating the dynamic and static dimensioning for 20 European load-frequency control (LFC) blocks, 3. the dimensioning of FRR capacities not only for a historical year (2016) but also for a scenario year 2050 with 100% renewable generation and 4. the implementation of a common dimensioning of several LFC blocks in order to determine the saving potential of an implied integration of European LFC blocks. © 2019","Common dimensioning; Dynamic probabilistic dimensioning; Frequency restoration reserve capacity; Intermittency of forecast errors","Electric control equipment; Electric load management; Errors; Forecasting; Normal distribution; Press load control; Restoration; Common dimensioning; Forecast errors; Frequency restorations; Intermittency distributions; Photovoltaic generation; Probabilistic approaches; Probabilistic modelling; Reserve capacity; Electric frequency control","German Federal Ministry for Economic Affairs and Energy","This study is based on the projects “Restable” and “Systemkontext”, which are funded by the German Federal Ministry for Economic Affairs and Energy . The sole responsibility for the content of this paper lies with the authors.","Elsevier Ltd","Article","Scopus"
"Ikiades A.A.; Spasopoulos D.; Amoiropoulos K.; Richards T.; Howard G.; Pfeil M.","Ikiades, Aris Anthony (6602184248); Spasopoulos, Dimosthenis (55869008000); Amoiropoulos, Kostas (55868716600); Richards, Thomas (55868744700); Howard, Glenn (21233562900); Pfeil, Markus (57204114317)","6602184248; 55869008000; 55868716600; 55868744700; 21233562900; 57204114317","Detection and rate of growth of ice on aerodynamic surfaces using its optical characteristics","2013","Aircraft Engineering and Aerospace Technology","24","10.1108/AEAT-11-2012-0219","https://www.scopus.com/pages/publications/84884827384?origin=resultslist","University of Ioannina, Ioannina, Greece; Atomic and Molecular Physics Laboratory, Department of Physics, University of Ioannina, Ioannina, Greece; GKN Aerospace Systems, Luton, United Kingdom; TWT GmbH, Friedrichshafen, Germany","Ikiades A.A., University of Ioannina, Ioannina, Greece; Spasopoulos D., Atomic and Molecular Physics Laboratory, Department of Physics, University of Ioannina, Ioannina, Greece; Amoiropoulos K., University of Ioannina, Ioannina, Greece; Richards T., GKN Aerospace Systems, Luton, United Kingdom; Howard G., GKN Aerospace Systems, Luton, United Kingdom; Pfeil M., TWT GmbH, Friedrichshafen, Germany","Purpose - This paper aims to reports the further developments of an optical sensing technique, relying on Mie scattered and reflected light, from the ice surface and volume, to determine the ice accretion rate as well as the ice type. Design/methodology/approach - By measuring the optical intensity of the backscattered and reflected light, the paper demonstrates that it is possible to obtain information on the onset of icing as well as determine the thickness and type of ice accreted on the leading edge of a wing in real time. Findings - This work is important in the design and development of optical direct ice detection sensors for aerospace applications. Practical implications - This work is aimed at showing a new approach to ice detection. Originality/value - Original concept follow on paper from pervious publication. Copyright © 2013 Emerald Group Publishing Limited.","Direct ice detection; Fibre optics ice sensor; Optical properties of ice","Fiber optic sensors; Fiber optics; Aerodynamic surfaces; Direct ice detection; Fiber optic ice sensor; Fiber-optics; Ice detection; Ice sensors; Optical property of ice; Optical-; Property; Reflected light; Ice","Seventh Framework Programme, FP7, (233838); Seventh Framework Programme, FP7","","Emerald Publishing","Article","Scopus"
"Liu Y.; Fan R.; Terzija V.","Liu, Yutian (55836598900); Fan, Rui (55510770100); Terzija, Vladimir (7004443467)","55836598900; 55510770100; 7004443467","Power system restoration: a literature review from 2006 to 2016","2016","Journal of Modern Power Systems and Clean Energy","320","10.1007/s40565-016-0219-2","https://www.scopus.com/pages/publications/84979502141?origin=resultslist","Key Laboratory of Power System Intelligent Dispatch and Control of Ministry of Education, Shandong University, Jinan, 250061, China; Department of Electrical and Electronic Engineering, University of Manchester, Manchester, M13 9PL, United Kingdom","Liu Y., Key Laboratory of Power System Intelligent Dispatch and Control of Ministry of Education, Shandong University, Jinan, 250061, China; Fan R., Key Laboratory of Power System Intelligent Dispatch and Control of Ministry of Education, Shandong University, Jinan, 250061, China; Terzija V., Department of Electrical and Electronic Engineering, University of Manchester, Manchester, M13 9PL, United Kingdom","Power system restoration has attracted more attention and made great progress recently. Research progress of the power system restoration from 2006 to 2016 is reviewed in this paper, including black-start, network reconfiguration and load restoration. Some emerging methods and key techniques are also discussed in the context of the integration of variable renewable energy and development of the smart grid. There is a long way to go to achieve automatic self-healing in bulk power systems because of its extreme complexity. However, rapidly developing artificial intelligence technology will eventually enable the step-by-step dynamic decision-making based on the situation awareness of supervisory control and data acquisition systems (SCADA) and wide area measurement systems (WAMS) in the near future. © 2016, The Author(s).","Cyber attack; Large-scale blackout; Power system restoration; Renewable energy; Self-healing; Smart grid; Wide area measurement system (WAMS)","Artificial intelligence; Decision making; Electric power transmission networks; Geodesy; Renewable energy resources; Restoration; SCADA systems; Security of data; Self-healing materials; Smart power grids; Surveying; Cyber-attacks; Large-scale blackout; Power system restoration; Renewable energies; Self-healing; Smart grid; Wide- area measurement systems (WAMS); Electric power system measurement","Engineering and Physical Sciences Research Council, EPSRC, (EP/G055211/1, EP/K036173/1); Engineering and Physical Sciences Research Council, EPSRC; National Key Research and Development Program of China, NKRDPC, (2012CB215101); National Key Research and Development Program of China, NKRDPC","This work was supported by National Basic Research Program of China (973 Program) (No. 2012CB215101).","","Article","Scopus"
"Zangani D.; Ambrosetti S.; Bozzolo A.; Dotoli R.; Bardaro D.; Fay S.","Zangani, Donato (22936456900); Ambrosetti, Samuele (55170395400); Bozzolo, Alessandro (55173700900); Dotoli, Rosario (55171500400); Bardaro, Danilo (55173700400); Fay, Stephen (37029718800)","22936456900; 55170395400; 55173700900; 55171500400; 55173700400; 37029718800","Textile-Based Luggage Containers for Onboard Blast Protection","2011","SAE International Journal of Aerospace","9","10.4271/2011-01-2517","https://www.scopus.com/pages/publications/84859312828?origin=resultslist","D'Appolonia S.p.A, Italy; Consorzio Cetma, Italy; Blastech Ltd, United Kingdom","Zangani D.; Ambrosetti S., D'Appolonia S.p.A, Italy; Bozzolo A., D'Appolonia S.p.A, Italy; Dotoli R., Consorzio Cetma, Italy; Bardaro D., Consorzio Cetma, Italy; Fay S., Blastech Ltd, United Kingdom","The rise in worldwide terrorism has required measures be taken to harden aircraft against catastrophic in-flight failure due to concealed explosives. The risk that a small quantity of an explosive could get undetected cannot be neglected, and the introduction of countermeasures to reduce the effects of on-board explosions should be considered. This is the idea behind of the European research project FLY-BAG where a blastworthy textile luggage container for the protection of aircrafts from on-board explosions from explosives hidden in luggage in the cargo holds has been developed. The FLY-BAG concept is based on the development of an advanced flexible anti-blasting cover and composite floor system able to resist a small to medium explosion by controlled expansion and full containment of the pressure generated by the explosion whilst, at the same time, preventing hard luggage fragment projectiles (shrapnel) from striking the main structure of the aircraft at high speed. A multi-layered flexible structure has been invented to resist the large overpressure generated by the gas expansion which is integrated with a lightweight sandwich floor and wall elements designed to absorb the shock holing loads of the explosion. The flexible textile layer is made from an innovative combination of different reinforcing textile structures which deforms in a controlled way during the explosion. The realization of these components, their processing, full-scale blast testing, and demonstration of applicability into airplanes (Meridiana Airbus A319 and A320) has been a 2-year investigation involving research centres, testing laboratories, industrial partners, universities, and specialised high-tech SMEs. It has comprised material optimisation, manufacturing, material testing, laboratory testing, numerical modelling and verification, and finally full scale blast testing and installation trials inside Airbus airplanes. The final prototype successfully survived a series of blast tests of growing intensity up to the maximum targeted charge value, without significant damage. The prototype was also fully demonstrated during one installation trial inside one of the Airbus A319 of the partner Meridiana. © 2011 SAE International.","","Aircraft; Explosions; Flexible structures; Floors; Industrial research; Laboratories; Textiles; Blast protection; Composite floors; European research project; Full scale; Gas expansion; In-flight failures; Industrial partners; Laboratory testing; Main structure; Material optimisation; Material testing; Multi-layered; Numerical modelling; Overpressure; Research centres; Testing laboratories; Textile structures; Explosives","","","","Article","Scopus"
"Kerscher S.; Arboleya P.","Kerscher, Selina (57226104024); Arboleya, Pablo (6506901104)","57226104024; 6506901104","The key role of aggregators in the energy transition under the latest European regulatory framework","2022","International Journal of Electrical Power and Energy Systems","127","10.1016/j.ijepes.2021.107361","https://www.scopus.com/pages/publications/85110411604?origin=resultslist","University of Applied Sciences Stuttgart, Stuttgart, 70174, Germany; LEMUR Research Group, Department of Electrical Engineering, University of Oviedo, Campus de Gijón, 33204, Spain","Kerscher S., University of Applied Sciences Stuttgart, Stuttgart, 70174, Germany; Arboleya P., LEMUR Research Group, Department of Electrical Engineering, University of Oviedo, Campus de Gijón, 33204, Spain","Future energy systems are reliant on the expansion and management of low-carbon technologies in order to reach climate goals. Impact studies of high-penetration intermittent renewable energy sources and electric vehicle (EV) integration in the distribution networks have demonstrated voltage violation and congestion issues. The role of a clustered coordination of distributed energy resources (DER) with a focus on aggregators is presented in terms of legal and techno-economic aspects. The latest European framework assigns aggregators a fundamental role in energy market liberalisation and DER integration towards carbon–neutral energy systems. Aggregator energy management strategies are examined for different DER scenarios, and analysed in the context of the actual situation of aggregators in Europe. The investigation aims to clearly depict how the new European policies of 2019 envision the future electricity network, in order to reevaluate the role of aggregators taking into account implemented concepts in the current market situation, and the status of aggregator research since 2015 up to date. © 2021 The Author(s)","Aggregators; Demand response; Distributed energy resources; Distribution network operation; Electric vehicles; Electricity market; Energy storage; Flexibility; Smart grid","Carbon; Electric energy storage; Electric industry; Electric network parameters; Electric power transmission networks; Energy management; Energy management systems; Power markets; Renewable energy resources; Smart power grids; Traffic congestion; Aggregator; Demand response; Distributed Energy Resources; Distribution network operation; Energy; Energy systems; Energy transitions; Flexibility; Regulatory frameworks; Smart grid; Electric vehicles","Government of Spain - Economy and Industry Minister, (MCI-20-PID2019-111051RB-I00); Phoenix Contact Foundation; Plexigrid Company","This work was partially supported by the Government of Spain - Economy and Industry Minister under the grant MCI-20-PID2019-111051RB-I00, by Phoenix Contact Foundation through the Phoenix Contact Foundation’s PhD study grant programme and by Plexigrid Company. ","Elsevier Ltd","Review","Scopus"
"Tronchin T.; David L.; Farcy A.","Tronchin, Thibaut (57190764758); David, Laurent (57199426559); Farcy, Alain (11440044600)","57190764758; 57199426559; 11440044600","Loads and pressure evaluation of the flow around a flapping wing from instantaneous 3D velocity measurements","2015","Experiments in Fluids","45","10.1007/s00348-014-1870-x","https://www.scopus.com/pages/publications/84983044330?origin=resultslist","Poitiers, France","Tronchin T., Poitiers, France; David L., Poitiers, France; Farcy A., Poitiers, France","The flow around a flapping wing is characterized by an unsteady evolution of three-dimensional vortices, which are one of the main sources of loads. The difficulty in directly measuring such low forces by means of sensors and the need of the characterization of the evolution of the flow have lead to the evaluation of loads using the integral form of the momentum equation. This paper describes methods for evaluating instantaneous loads and three-dimensional pressure fields using 3D3C velocity fields only. An evaluation of the accuracy of these methods using DNS velocity fields is presented. Loads and pressure fields are then calculated using scanning tomography PIV velocity fields, around a NACA 0012 airfoil for a flapping motion in a water tank at a Reynolds number of 1,000. The results suggest a sufficient accuracy of calculated pressure fields for a global analysis of the topology of the flow and for the evaluation of loads by integrating the calculated pressure field over the surface of the wing. © Springer-Verlag Berlin Heidelberg 2014.","","Loads (forces); Reynolds number; Tomography; Water tanks; Wings; Flapping motion; Global analysis; Instantaneous loads; Momentum equation; Pressure evaluation; Pressure field; Scanning tomography; Velocity field; Velocity","European Commission, EC; Seventh Framework Programme, FP7; Seventh Framework Programme, FP7, (605151)","The work leading to these results has received funding from the European Communitys Seventh Framework Programme (FP7/2007-2013) under Grant Agreement No 605151 (NIOPLEX project).","Springer Verlag","Article","Scopus"
"Worden K.; Sohn H.; Farrar C.R.","Worden, K. (7005669331); Sohn, H. (7201426396); Farrar, C.R. (7006572457)","7005669331; 7201426396; 7006572457","Novelty detection in a changing environment: Regression and inter polation approaches","2002","Journal of Sound and Vibration","200","10.1006/jsvi.2002.5148","https://www.scopus.com/pages/publications/23344436048?origin=resultslist","Group ESA-EA, Los Alamos National Laboratories, Los Alamos, United States; Department of Mechanical Engineering, University of Sheffield, Sheffield S1 3JD, Mappin Street, United Kingdom","Worden K., Group ESA-EA, Los Alamos National Laboratories, Los Alamos, United States, Department of Mechanical Engineering, University of Sheffield, Sheffield S1 3JD, Mappin Street, United Kingdom; Sohn H., Group ESA-EA, Los Alamos National Laboratories, Los Alamos, United States; Farrar C.R., Group ESA-EA, Los Alamos National Laboratories, Los Alamos, United States","The technique of novelty detection is now established as a means of performing the lowest level of damage identification. Data are accumulated while the system or structure is operating in normal condition and used to construct a reference model. During subsequent operation of the system, data are compared to the reference and any significant deviations are taken to indicate damage. This approach has potential problems if the system or structure is embedded in a changing environment. If the reference data are only characteristic of a limited range of the environmental parameters, measurements from the system in an undamaged condition but from a different environmental state, may cause the diagnostic to register novelty and thus falsely infer damage. This paper demonstrates a potential solution to the problem via the construction of a reference set parametrized by an environmental variable. Two approaches are considered: regression and interpolation. © 2002 Elsevier Science Ltd. All rights reserved.","","Algorithms; Estimation; Hierarchical systems; Interpolation; Pattern recognition; Regression analysis; Damage identification; Hierarchical structure; Novelty detection; Reference models; Structural analysis","Los Alamos National Laboratory, LANL","The first author would like to thank Los Alamos National Laboratory for financial support while this study was carried out.","Academic Press","Article","Scopus"
